unique_id,timepoint,age,gender,exclude_master,attention_check_1,attention_check_2,SITES_completeness,IRI_completeness,EQ_completeness,PET_completeness,EYES_completeness,PTP_completeness,SITES,IRI_FS,IRI_EC,IRI_PT,IRI_PD,IRI_total,EQ_total,EQ_cog,EQ_aff,EQ_soc,PET_total,EYES_total,PTP_simple,PTP_reversed,PTP_doublereversed,PTP_total,PTTA_total,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,IRI_8,IRI_9,IRI_10,IRI_11,IRI_12,IRI_13,IRI_14,IRI_15,IRI_16,IRI_17,IRI_18,IRI_19,IRI_20,IRI_21,IRI_22,IRI_23,IRI_24,IRI_25,IRI_26,IRI_27,IRI_28,EQ_1,EQ_4,EQ_6,EQ_8,EQ_10,EQ_11,EQ_12,EQ_14,EQ_15,EQ_18,EQ_19,EQ_21,EQ_22,EQ_25,EQ_26,EQ_27,EQ_28,EQ_29,EQ_32,EQ_34,EQ_35,EQ_36,EQ_37,EQ_38,EQ_39,EQ_41,EQ_42,EQ_43,EQ_44,EQ_46,EQ_48,EQ_49,EQ_50,EQ_52,EQ_54,EQ_55,EQ_57,EQ_58,EQ_59,EQ_60,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7,EYES_1,EYES_2,EYES_3,EYES_4,EYES_5,EYES_6,EYES_7,EYES_8,EYES_9,EYES_10,EYES_11,EYES_12,EYES_13,EYES_14,EYES_15,EYES_16,EYES_17,EYES_18,EYES_19,EYES_20,EYES_21,EYES_22,EYES_23,EYES_24,EYES_25,EYES_26,EYES_27,EYES_28,EYES_29,EYES_30,EYES_31,EYES_32,EYES_33,EYES_34,EYES_35,EYES_36,PTP_1,PTP_2,PTP_3,PTP_4,PTP_5,PTP_6,PTP_7,PTP_8,PTP_9,PTTA_1,PTTA_2,PTTA_3,PTTA_4,PTTA_5,PTTA_6,PTTA_7,PTTA_8,PTTA_9,PTTA_10,PTTA_11,PTTA_12,PTTA_13,PTTA_14,PTTA_15,PTTA_16,PTTA_17,PTTA_18,PTTA_19,PTTA_20,PTTA_21,PTTA_22,PTTA_23,PTTA_24,PTTA_25,PTTA_26,PTTA_27,PTTA_28,PTTA_29,PTTA_30,PTTA_31,PTTA_32
54,2,61,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,24,23,21,13,81,49,15,19,12,4.142857142857143,30,3,4,0,7,12,3,3,3,4,4,2,4,4,3,2,3,4,3,3,2,3,2,3,2,3,3,4,3,1,3,3,1,3,1,1,1,0,2,2,1,2,1,2,1,1,1,1,1,1,0,1,2,1,0,1,2,2,1,2,2,1,2,2,2,0,2,1,1,0,1,1,1,2,4,3,4,5,5,5,3,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,42,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,28,23,7,73,59,25,19,8,5,17,3,3,1,7,9,2,4,3,4,2,0,2,4,4,4,4,2,0,4,0,2,0,4,0,4,4,4,2,0,4,3,3,4,2,2,2,1,0,2,2,1,2,2,2,2,2,1,2,2,0,1,2,0,0,2,2,2,0,2,2,2,2,0,2,1,1,2,2,2,0,1,2,2,5,5,5,5,5,5,5,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,32,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,21,20,25,16,82,41,13,15,8,4.571428571428571,24,3,1,2,6,12,3,3,3,2,3,3,3,4,3,2,4,3,3,3,4,3,2,3,2,3,4,3,3,2,3,3,2,3,1,1,2,0,1,1,1,0,1,2,0,1,2,1,1,1,1,1,2,2,0,1,2,2,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,2,4,5,5,5,4,5,4,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,26,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,17,22,22,9,70,54,21,21,7,1.7142857142857142,26,3,4,1,8,16,3,3,3,4,2,1,3,3,3,2,4,2,2,3,3,2,2,3,1,3,3,3,2,1,3,3,0,3,1,2,2,1,2,0,2,1,0,2,1,2,2,1,1,1,2,1,1,0,0,2,1,2,2,1,1,2,2,2,2,0,2,2,1,2,0,1,2,2,2,1,2,1,1,3,2,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,40,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,18,18,10,16,62,41,12,15,6,3.142857142857143,32,3,4,1,8,18,4,2,3,0,4,4,4,1,3,4,2,2,3,4,1,1,3,3,1,3,2,3,1,0,0,2,1,1,1,0,0,0,0,2,2,0,0,2,0,2,1,1,1,1,2,2,1,2,0,2,0,2,0,1,2,2,1,0,2,1,2,1,0,1,2,0,1,1,3,2,3,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,36,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,19,20,12,1,52,36,14,12,6,3.857142857142857,21,3,4,1,8,16,4,3,2,2,3,1,2,2,3,0,2,4,0,4,3,1,0,4,0,2,2,2,2,0,0,3,0,1,2,1,1,2,1,1,2,2,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,4,4,5,5,5,3,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
71,2,48,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,24,24,5,68,43,17,14,12,4.571428571428571,33,3,3,1,7,12,2,3,4,3,2,0,1,4,4,2,3,4,0,2,2,0,3,4,0,4,4,4,2,0,3,4,0,4,2,1,2,0,2,0,0,2,0,2,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,2,0,1,2,2,2,2,1,1,1,2,0,1,0,2,4,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2,38,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,18,19,12,64,53,24,13,10,4.285714285714286,29,3,2,0,5,5,3,3,3,1,2,2,2,3,3,3,3,2,1,2,3,1,2,3,1,3,3,3,2,1,2,3,2,2,2,1,1,2,2,2,0,2,2,2,2,0,0,1,2,2,0,0,1,2,2,2,1,1,0,2,1,2,2,2,2,1,1,2,1,1,1,1,0,2,4,3,5,5,5,5,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2,30,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,17,21,16,12,66,47,20,14,8,3,26,3,4,2,9,10,2,3,1,3,3,2,1,3,3,1,3,3,3,3,1,2,2,3,1,3,3,3,3,1,2,3,2,3,2,0,1,1,0,2,2,1,0,2,2,0,1,2,2,1,2,1,1,2,0,1,0,2,0,1,1,0,2,2,1,0,1,2,2,2,2,1,1,1,4,1,3,2,4,4,3,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,22,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,14,20,16,19,69,33,13,13,7,3.7142857142857144,29,3,4,1,8,17,2,2,1,3,2,4,2,2,3,2,3,1,3,3,3,2,3,2,2,3,3,4,2,2,2,3,3,2,1,0,1,0,1,2,0,1,0,2,1,1,1,2,1,1,0,0,1,0,0,1,1,2,1,1,1,0,2,0,2,0,1,1,0,1,1,1,0,1,4,3,4,3,3,5,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,27,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,14,20,16,5,55,62,27,17,13,2.857142857142857,29,3,4,1,8,20,2,3,4,4,2,1,3,2,3,1,2,4,1,3,3,0,0,3,1,2,2,2,3,1,2,0,0,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,0,2,1,2,2,2,2,2,0,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,4,2,3,3,3,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,2,30,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,26,26,19,7,78,63,30,20,7,4.571428571428571,30,3,3,0,6,18,3,3,1,4,4,1,4,3,4,1,3,4,3,4,3,3,1,3,1,4,3,4,4,0,3,4,0,3,2,1,2,2,0,2,2,2,1,2,2,2,2,2,2,0,0,1,2,0,2,2,2,2,0,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,5,3,5,5,5,5,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2,39,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,3,24,21,13,61,36,10,15,9,4,25,3,4,0,7,7,1,4,2,2,0,1,0,3,4,3,3,0,3,3,4,0,1,3,1,4,3,4,0,1,3,2,3,3,1,1,2,0,0,2,2,1,0,2,1,1,1,0,1,1,0,1,2,0,0,1,1,1,0,1,2,1,1,2,1,1,0,1,0,1,1,0,1,1,5,3,5,3,5,5,2,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,22,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,22,18,10,70,46,18,16,8,4.714285714285714,28,3,4,0,7,9,3,4,3,3,3,2,3,3,3,1,3,3,2,3,3,2,2,4,1,3,2,2,3,1,2,3,1,2,2,1,2,1,0,0,2,2,0,2,2,1,1,1,1,2,1,2,2,0,2,2,0,2,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,57,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,9,21,18,19,67,54,23,15,11,3.5714285714285716,31,3,4,0,7,4,1,3,3,3,2,4,1,2,3,4,3,2,2,3,1,1,3,3,2,3,3,3,1,2,3,1,2,3,2,0,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,0,1,2,2,1,0,1,1,0,2,1,1,1,1,2,1,3,3,3,4,3,5,4,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,24,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,15,24,12,71,42,15,14,10,2.4285714285714284,21,3,4,1,8,14,2,2,4,2,3,2,3,4,3,3,4,4,1,1,2,3,4,3,1,2,4,2,3,1,3,2,0,3,1,0,2,0,2,1,0,1,0,2,1,0,2,1,1,1,1,2,1,2,0,1,1,2,0,1,0,2,1,2,2,1,1,1,1,0,1,1,1,2,2,2,3,2,2,3,3,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,52,male,include,passed,passed,complete,complete,complete,complete,complete,complete,3,12,10,12,22,56,41,15,11,15,3.4285714285714284,33,3,4,0,7,16,3,1,1,1,2,4,1,3,2,4,3,1,2,2,1,1,4,2,2,1,2,1,2,3,1,2,3,1,1,0,1,1,2,2,1,1,0,2,1,0,0,1,1,2,0,2,1,2,1,1,2,1,0,1,0,1,2,2,2,1,0,1,2,1,0,1,1,0,3,3,4,4,4,4,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,23,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,12,18,16,18,64,32,14,8,6,3.4285714285714284,14,3,4,0,7,12,3,4,1,2,1,2,1,3,3,2,3,2,2,2,3,1,3,2,2,2,3,3,2,4,2,2,3,1,1,1,1,0,0,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2,2,0,1,1,2,2,0,1,2,0,1,1,0,1,1,1,1,2,4,4,3,4,4,3,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,50,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,18,20,23,12,73,56,22,17,7,4.142857142857143,25,3,2,0,5,4,3,3,3,3,2,2,2,4,3,3,3,3,2,3,3,3,2,3,1,3,4,2,3,1,3,2,1,3,1,1,1,0,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,1,2,1,1,0,0,4,2,4,5,4,5,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,22,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,19,15,20,14,68,19,2,11,7,3.857142857142857,29,3,4,1,8,13,4,2,2,2,3,3,2,3,3,3,3,2,1,2,3,2,4,2,2,2,3,2,3,1,3,3,0,3,0,0,1,0,0,2,0,0,0,2,0,1,1,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,3,3,4,3,4,5,5,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,35,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,17,24,23,18,82,52,14,15,12,4.714285714285714,22,3,4,1,8,5,3,3,4,4,2,3,3,3,4,4,3,4,2,3,4,2,3,4,2,3,4,3,2,2,2,1,2,3,1,1,1,0,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,0,2,2,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,5,5,5,5,5,4,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,45,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,11,19,18,11,59,50,24,13,10,4.571428571428571,23,3,2,2,7,11,2,3,3,2,3,2,1,3,3,2,3,2,3,3,2,0,2,1,1,3,3,4,1,1,2,2,0,2,2,1,0,2,2,0,1,2,0,2,2,1,1,1,2,0,1,1,1,2,2,1,1,2,0,2,1,1,2,1,2,1,1,2,2,2,1,1,0,1,5,4,4,5,5,5,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,38,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,7,13,19,0,39,44,25,8,10,1,31,3,4,0,7,12,2,1,4,4,1,0,1,3,4,0,3,0,0,0,3,1,0,3,0,1,4,0,1,0,0,1,0,2,0,0,1,2,1,2,1,2,0,2,2,2,1,1,2,0,2,2,0,0,2,2,1,0,0,2,0,2,1,1,1,0,0,1,1,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,55,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,12,18,19,15,64,47,17,14,11,3.5714285714285716,31,3,4,0,7,13,3,2,3,2,1,3,2,3,4,3,3,3,2,2,3,0,3,3,2,2,3,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,0,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,0,1,1,2,0,1,0,2,4,2,4,3,3,5,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2,23,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,17,23,20,18,78,48,19,16,8,4,23,3,3,1,7,6,4,3,3,4,1,2,2,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,1,2,2,2,2,3,2,0,2,0,0,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,0,2,2,1,1,0,1,1,1,1,1,2,0,1,2,2,4,4,5,5,2,5,3,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,41,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,24,24,22,22,92,44,18,17,9,4.714285714285714,25,3,2,0,5,12,4,3,3,2,3,4,3,3,4,4,3,4,3,3,4,3,4,4,1,4,3,4,3,3,3,4,3,3,2,0,2,0,0,2,1,1,1,2,1,1,1,1,1,1,1,0,2,0,0,2,0,2,1,2,1,2,1,0,1,1,2,2,2,1,1,1,1,1,5,3,5,5,5,5,5,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,43,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,26,24,22,5,77,55,19,16,11,4.571428571428571,26,3,2,0,5,6,2,3,4,2,4,0,4,3,4,1,4,4,3,3,4,4,0,4,0,4,4,4,4,0,0,4,1,3,1,1,0,2,2,2,2,2,2,2,1,2,1,1,1,2,0,2,2,2,0,2,2,0,0,2,1,2,2,2,2,1,2,1,1,1,0,0,2,2,5,3,5,5,5,5,4,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,38,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,22,21,21,84,57,22,18,13,3.7142857142857144,30,3,4,0,7,18,1,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,2,1,0,2,0,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,0,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,3,4,5,3,5,4,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,2,28,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,3,5,10,9,27,30,12,9,9,2,26,3,4,0,7,18,3,0,1,1,0,1,0,3,1,2,1,0,1,0,3,0,2,2,2,0,2,1,0,0,0,0,1,0,1,0,0,0,2,2,1,2,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,0,2,2,2,0,0,1,0,1,1,2,0,1,2,1,2,3,1,4,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2,52,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,18,23,15,17,73,43,16,16,9,3.142857142857143,22,3,2,1,6,2,4,3,2,3,0,3,2,3,4,3,2,4,2,3,1,3,3,4,3,3,2,3,3,2,1,2,1,4,2,0,0,0,1,2,0,0,1,2,1,1,0,1,2,1,0,1,2,0,0,1,1,2,0,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,4,5,3,5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,44,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,11,20,18,9,58,44,15,13,10,2,22,3,4,0,7,14,1,3,3,3,2,1,2,3,3,1,3,3,2,3,3,1,1,3,2,2,2,3,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,2,2,2,2,2,2,2,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,35,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,20,20,13,73,39,15,13,8,3.5714285714285716,30,3,3,2,8,15,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,3,2,3,2,2,3,3,3,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,4,3,4,4,3,4,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,45,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,24,28,24,9,85,60,24,21,12,5,31,3,2,0,5,15,4,4,4,4,3,3,4,4,4,2,4,4,2,4,2,3,1,4,1,4,4,4,3,0,3,3,0,3,2,1,1,1,0,0,2,2,0,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,0,2,1,2,5,5,5,5,5,5,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2,31,male,include,passed,passed,complete,complete,complete,complete,complete,complete,2,6,9,14,4,33,28,11,8,8,3.4285714285714284,18,3,1,0,4,18,1,0,2,1,0,1,2,3,1,0,2,1,1,2,1,0,0,2,1,2,3,1,0,0,1,2,1,2,1,2,0,1,1,2,1,1,0,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,1,1,1,0,0,0,0,2,0,1,0,1,5,4,3,4,4,3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
